,symbol,name,sector,market_cap
3704,MOS,The Mosaic Company,Chemicals,22.11B
3705,MOTS,Motus GI Holdings,Health Care Equipment & Supplies,15.55M
3706,MOV,Movado Group,"Textiles, Apparel & Luxury Goods",762.34M
3707,MOVE,Movano,Internet Software & Services,67.30M
3708,MOXC,Moxian,Internet & Direct Marketing Retail,43.38M
3709,MP,MP Materials,Metals & Mining,6.93B
3710,MPAA,Motorcar Parts of America,Auto Components,264.75M
3711,MPAC,Model Performance Acquisition,Blank Check / SPAC,76.43M
3712,MPB,Mid Penn Bancorp,Banks,421.30M
3713,MPC,Marathon Petroleum,"Oil, Gas & Consumable Fuels",52.91B
3714,MPLN,MultiPlan,Health Information Services,3.09B
3715,MPLX,MPLX LP,"Oil, Gas & Consumable Fuels",31.48B
3716,MPRA,Mercato Partners Acquisition,Blank Check / SPAC,286.35M
3717,MPW,Medical Properties Trust,Equity Real Estate Investment Trusts ...,10.98B
3718,MPWR,Monolithic Power Systems,Semiconductors & Semiconductor Equipment,19.44B
3719,MPX,Marine Products,Leisure Products,354.91M
3720,MQ,Marqeta,Software-Infrastructure,5.33B
3721,MRAI,Marpai,Healthcare Plans,33.49M
3722,MRAM,Everspin Technologies,Semiconductors & Semiconductor Equipment,113.19M
3723,MRBK,Meridian,Banks,193.46M
3724,MRC,MRC Global,Trading Companies & Distributors,884.51M
3725,MRCC,Monroe Capital,Capital Markets,213.63M
3726,MRCY,Mercury Systems,Aerospace & Defense,3.34B
3727,MREO,Mereo BioPharma Group,Biotechnology,61.40M
3728,MRIN,Marin Software,Software,31.76M
3729,MRK,Merck & Co.,Pharmaceuticals,238.39B
3730,MRKR,Marker Therapeutics,Biotechnology,27.21M
3731,MRM,Medirom Healthcare Technologies,Personal Services,34.42M
3732,MRNA,Moderna,Biotechnology,55.77B
3733,MRNS,Marinus Pharmaceuticals,Pharmaceuticals,199.47M
3734,MRO,Marathon Oil,"Oil, Gas & Consumable Fuels",19.75B
3735,MRSN,Mersana Therapeutics,Biotechnology,333.65M
3736,MRTN,Marten Transport,Road & Rail,1.42B
3737,MRTX,Mirati Therapeutics,Biotechnology,3.56B
3738,MRUS,Merus,Biotechnology,735.13M
3739,MRVI,Maravai LifeSciences Holdings,Biotechnology,9.01B
3740,MRVL,Marvell Technology,Semiconductors & Semiconductor Equipment,46.12B
3741,MS,Morgan Stanley,Capital Markets,145.28B
3742,MSA,MSA Safety,Commercial Services & Supplies,4.74B
3743,MSAC,Medicus Sciences Acquisition,Blank Check / SPAC,113.48M
3744,MSB,Mesabi Trust,Metals & Mining,345.71M
3745,MSBI,Midland States Bancorp,Banks,572.99M
3746,MSC,Studio City International Holdings,"Hotels, Restaurants & Leisure",396.73M
3747,MSCI,MSCI Inc.,Capital Markets,33.80B
3748,MSDA,MSD Acquisition,Blank Check / SPAC,706.53M
3749,MSEX,Middlesex Water Company,Water Utilities,1.56B
3750,MSFT,Microsoft,Software,"1,952.14B"
3751,MSGE,Madison Square Garden Entertainment,Entertainment,2.20B
3752,MSGM,Motorsport Games,Electronic Gaming & Multimedia,7.49M
3753,MSGS,Madison Square Garden Sports,Entertainment,4.01B
3754,MSI,Motorola Solutions,Communications Equipment,35.46B
3755,MSM,MSC Industrial Direct Company,Trading Companies & Distributors,4.58B
3756,MSN,Emerson Radio,Household Durables,14.71M
3757,MSP,Datto Holding,Software,5.59B
3758,MSSA,Metal Sky Star Acquisition,Blank Check / SPAC,138.30M
3759,MSTR,MicroStrategy,Software,2.41B
3760,MSVB,Mid-Southern Bancorp,Thrifts & Mortgage Finance,38.42M
3761,MT,ArcelorMittal,Metals & Mining,26.57B
3762,MTA,Metalla Royalty & Streaming,Metals & Mining,240.18M
3763,MTAC,MedTech Acquisition,Blank Check / SPAC,306.56M
3764,MTAL,Metals Acquisition,Blank Check / SPAC,326.46M
3765,MTB,M&T Bank,Banks,30.39B
3766,MTBC,CareCloud,Health Care Technology,61.92M
3767,MTC,MMTec,Software,12.42M
3768,MTCH,Match Group,Interactive Media & Services,21.40B
3769,MTCR,Metacrine,Biotechnology,19.02M
3770,MTD,Mettler-Toledo International,Life Sciences Tools & Services,28.40B
3771,MTDR,Matador Resources Company,"Oil, Gas & Consumable Fuels",6.11B
3772,MTEK,Maris-Tech,Electronic Components,8.44M
3773,MTEM,Molecular Templates,Biotechnology,56.90M
3774,MTEX,"Mannatech,",Personal Products,44.98M
3775,MTG,MGIC Investment,Thrifts & Mortgage Finance,4.17B
3776,MTH,Meritage Homes,Household Durables,2.95B
3777,MTL,Mechel PAO,Metals & Mining,1.14B
3778,MTLS,Materialise NV,Software,914.89M
3779,MTMT,Mega Matrix,Rental & Leasing Services,23.85M
3780,MTN,Vail Resorts,"Hotels, Restaurants & Leisure",9.80B
3781,MTNB,Matinas BioPharma Holdings,Biotechnology,156.66M
3782,MTOR,Meritor,Machinery,2.56B
3783,MTP,Midatech Pharma,Biotechnology,10.44M
3784,MTR,Mesa Royalty Trust,"Oil, Gas & Consumable Fuels",33.54M
3785,MTRN,Materion,Metals & Mining,1.61B
3786,MTRX,Matrix Service Company,Energy Equipment & Services,143.86M
3787,MTRY,Monterey Bio Acquisition,Blank Check / SPAC,143.61M
3788,MTSI,MACOM Technology Solutions Holdings,Semiconductors & Semiconductor Equipment,3.66B
3789,MTTR,Matterport,Software-Application,1.52B
3790,MTVC,Motive Capital Corp II,Blank Check / SPAC,420.74M
3791,MTW,The Manitowoc Company,Machinery,427.72M
3792,MTX,Minerals Technologies,Chemicals,2.13B
3793,MTZ,MasTec,Construction & Engineering,6.16B
3794,MU,Micron Technology,Semiconductors & Semiconductor Equipment,77.80B
3795,MUDS,Mudrick Capital Acquisition II,Blank Check / SPAC,397.05M
3796,MUFG,Mitsubishi UFJ Financial Group,Banks,73.84B
3797,MULN,Mullen Automotive,Auto Manufacturers,352.39M
3798,MUR,Murphy Oil,"Oil, Gas & Consumable Fuels",5.60B
3799,MURF,Murphy Canyon Acquisition,Blank Check / SPAC,150.30M
3800,MUSA,Murphy USA,Specialty Retail,5.84B
3801,MUX,McEwen Mining,Metals & Mining,245.49M
3802,MVBF,MVB Financial,Banks,460.80M
3803,MVIS,MicroVision,"Electronic Equipment, Instruments & C...",537.76M
3804,MVST,Microvast Holdings,Electrical Equipment & Parts,1.39B
3805,MWA,Mueller Water Products,Machinery,1.83B
3806,MX,MagnaChip Semiconductor,Semiconductors & Semiconductor Equipment,883.97M
3807,MXC,Mexco Energy,"Oil, Gas & Consumable Fuels",35.79M
3808,MXCT,MaxCyte,Diagnostics & Research,473.18M
3809,MXL,MaxLinear,Semiconductors & Semiconductor Equipment,2.95B
3810,MYE,Myers Industries,Containers & Packaging,846.45M
3811,MYFW,First Western Financial,Banks,292.80M
3812,MYGN,Myriad Genetics,Biotechnology,1.75B
3813,MYMD,MyMD Pharmaceuticals,Biotechnology,98.99M
3814,MYNA,Mynaric AG,Communication Equipment,195.25M
3815,MYNZ,Mainz Biomed B.V.,Diagnostics & Research,172.19M
3816,MYO,Myomo,Health Care Equipment & Supplies,15.83M
3817,MYOV,Myovant Sciences,Biotechnology,991.45M
3818,MYPS,PLAYSTUDIOS,Electronic Gaming & Multimedia,703.81M
3819,MYRG,MYR Group,Construction & Engineering,1.50B
3820,MYSZ,My Size,Software,5.99M
3821,MYTE,MYT Netherlands Parent B.V.,Luxury Goods,905.33M
3822,NAAC,North Atlantic Acquisition,Blank Check / SPAC,468.21M
3823,NABL,N-able,Information Technology Services,1.70B
3824,NAII,Natural Alternatives International,Personal Products,61.63M
3825,NAK,Northern Dynasty Minerals,Metals & Mining,162.96M
3826,NAOV,NanoVibronix,Health Care Equipment & Supplies,19.53M
3827,NAPA,The Duckhorn Portfolio,Beverages-Wineries & Distilleries,2.23B
3828,NARI,Inari Medical,Health Care Equipment & Supplies,3.30B
3829,NAT,Nordic American Tankers,"Oil, Gas & Consumable Fuels",469.90M
3830,NATH,Nathan's Famous,"Hotels, Restaurants & Leisure",195.63M
3831,NATI,National Instruments,"Electronic Equipment, Instruments & C...",4.59B
3832,NATR,Nature's Sunshine Products,Personal Products,233.50M
3833,NAUT,Nautilus Biotechnology,Biotechnology,492.87M
3834,NAVB,Navidea Biopharmaceuticals,Biotechnology,26.15M
3835,NAVI,Navient,Consumer Finance,2.33B
3836,NBEV,NewAge,Beverages,53.31M
3837,NBHC,National Bank Holdings,Banks,1.20B
3838,NBIX,Neurocrine Biosciences,Biotechnology,8.23B
3839,NBN,Northeast Bank,Banks,280.27M
3840,NBR,Nabors Industries,Energy Equipment & Services,1.33B
3841,NBRV,Nabriva Therapeutics,Pharmaceuticals,12.36M
3842,NBSE,NeuBase Therapeutics,Biotechnology,32.58M
3843,NBST,Newbury Street Acquisition,Blank Check / SPAC,162.12M
3844,NBTB,NBT Bancorp,Banks,1.58B
3845,NBTX,Nanobiotix,Biotechnology,195.78M
3846,NBY,NovaBay Pharmaceuticals,Pharmaceuticals,10.78M
3847,NC,NACCO Industries,"Oil, Gas & Consumable Fuels",393.45M
3848,NCAC,Newcourt Acquisition,Blank Check / SPAC,326.75M
3849,NCBS,Nicolet Bankshares,Banks,1.04B
3850,NCLH,Norwegian Cruise Line Holdings,"Hotels, Restaurants & Leisure",6.34B
3851,NCMI,National CineMedia,Media,97.70M
3852,NCNA,NuCana,Biotechnology,31.41M
3853,NCNO,nCino,Software,3.03B
3854,NCR,NCR Corporation,"Technology Hardware, Storage & Periph...",4.54B
3855,NCSM,NCS Multistage Holdings,Energy Equipment & Services,90.82M
3856,NCTY,The9 Limited,Entertainment,34.65M
3857,NDAC,Nightdragon Acquisition,Blank Check / SPAC,431.00M
3858,NDAQ,Nasdaq,Capital Markets,24.25B
3859,NDLS,Noodles & Company,"Hotels, Restaurants & Leisure",250.26M
3860,NDRA,ENDRA Life Sciences,Health Care Equipment & Supplies,14.20M
3861,NDSN,Nordson,Machinery,11.96B
3862,NE,Noble,Oil & Gas Drilling,2.15B
3863,NECB,NorthEast Community Bancorp,Thrifts & Mortgage Finance,179.17M
3864,NEE,NextEra Energy,Electric Utilities,141.77B
3865,NEGG,Newegg Commerce,Internet Retail,1.62B
3866,NEM,Newmont,Metals & Mining,53.35B
3867,NEN,New England Realty Associates LP,Real Estate Management & Development,277.73M
3868,NEO,NeoGenomics,Life Sciences Tools & Services,1.08B
3869,NEOG,Neogen,Health Care Equipment & Supplies,2.83B
3870,NEON,Neonode,"Electronic Equipment, Instruments & C...",74.67M
3871,NEP,NextEra Energy Partners LP,Independent Power and Renewable Elect...,5.65B
3872,NEPH,Nephros,Household Durables,18.49M
3873,NEPT,Neptune Wellness Solutions,Personal Products,25.53M
3874,NERV,Minerva Neurosciences,Biotechnology,15.90M
3875,NESR,National Energy Services Reunited,Energy Equipment & Services,603.90M
3876,NET,Cloudflare,Software,18.72B
3877,NETC,Nabors Energy Transition,Blank Check / SPAC,343.97M
3878,NETI,Eneti,Marine,280.28M
3879,NEU,NewMarket,Chemicals,3.44B
3880,NEWP,New Pacific Metals,"Electronic Equipment, Instruments & C...",478.95M
3881,NEWR,New Relic,Software,3.29B
3882,NEWT,Newtek Business Services,Capital Markets,569.72M
3883,NEX,NexTier Oilfield Solutions,Energy Equipment & Services,2.55B
3884,NEXA,Nexa Resources,Metals & Mining,1.15B
3885,NEXI,NexImmune,Biotechnology,49.57M
3886,NEXT,NextDecade,"Oil, Gas & Consumable Fuels",865.76M
3887,NFBK,Northfield Bancorp,Thrifts & Mortgage Finance,633.97M
3888,NFE,New Fortress Energy,"Oil, Gas & Consumable Fuels",9.01B
3889,NFG,National Fuel Gas Company,Gas Utilities,6.44B
3890,NFGC,New Found Gold,Gold,995.30M
3891,NFLX,Netflix,Entertainment,82.24B
3892,NFNT,Infinite Acquisition,Blank Check / SPAC,338.79M
3893,NFYS,Enphys Acquisition,Blank Check / SPAC,416.59M
3894,NG,NovaGold Resources,Metals & Mining,1.89B
3895,NGC,Northern Genesis Acquisition III,Blank Check / SPAC,211.21M
3896,NGD,New Gold,Metals & Mining,923.65M
3897,NGG,National Grid,Multi-Utilities,57.57B
3898,NGL,NGL Energy Partners LP,"Oil, Gas & Consumable Fuels",249.44M
3899,NGM,NGM Biopharmaceuticals,Pharmaceuticals,1.10B
3900,NGMS,NeoGames,"Hotels, Restaurants & Leisure",326.35M
3901,NGS,Natural Gas Services Group,Energy Equipment & Services,159.71M
3902,NGVC,Natural Grocers by Vitamin Cottage,Food & Staples Retailing,377.91M
3903,NGVT,Ingevity,Chemicals,2.68B
3904,NH,NantHealth,Health Care Technology,68.66M
3905,NHC,National HealthCare,Health Care Providers & Services,1.07B
3906,NHI,National Health Investors,Equity Real Estate Investment Trusts ...,2.58B
3907,NHIC,NewHold Investment II,Blank Check / SPAC,191.59M
3908,NHTC,Natural Health Trends,Personal Products,78.19M
3909,NHWK,NightHawk Biosciences,Biotechnology,58.48M
3910,NI,NiSource,Multi-Utilities,12.42B
3911,NICE,NICE Ltd.,Software,12.35B
3912,NICK,Nicholas Financial,Consumer Finance,70.38M
3913,NILE,BitNile Holdings,Capital Markets,84.55M
3914,NINE,Nine Energy Service,Energy Equipment & Services,90.31M
3915,NIO,NIO Inc.,Automobiles,27.54B
3916,NISN,Nisun International Enterprise Development Group,Credit Services,28.67M
3917,NIU,Niu Technologies,Automobiles,581.16M
3918,NJR,New Jersey Resources,Gas Utilities,4.39B
3919,NKE,"Nike, Inc.","Textiles, Apparel & Luxury Goods",169.31B
3920,NKLA,Nikola,Machinery,2.56B
3921,NKSH,National Bankshares,Banks,197.64M
3922,NKTR,Nektar Therapeutics,Pharmaceuticals,686.42M
3923,NKTX,Nkarta,Biotechnology,607.47M
3924,NL,NL Industries,Commercial Services & Supplies,396.28M
3925,NLIT,Northern Lights Acquisition,Blank Check / SPAC,151.49M
3926,NLOK,NortonLifeLock,Software,14.40B
3927,NLS,Nautilus,Leisure Products,79.53M
3928,NLSN,Nielsen Holdings,Professional Services,9.21B
3929,NLSP,NLS Pharmaceutics,Biotechnology,10.52M
3930,NLTX,Neoleukin Therapeutics,Biotechnology,44.20M
3931,NLY,Annaly Capital Management,Mortgage Real Estate Investment Trust...,9.43B
3932,NM,Navios Maritime Holdings,Marine,75.55M
3933,NMFC,New Mountain Finance,Capital Markets,1.27B
3934,NMG,Nouveau Monde Graphite,Other Industrial Metals & Mining,320.91M
3935,NMIH,NMI Holdings,Thrifts & Mortgage Finance,1.54B
3936,NMM,Navios Maritime Partners,Marine,891.12M
3937,NMMC,North Mountain Merger,Shell Companies,163.16M
3938,NMR,Nomura Holdings,Capital Markets,11.72B
3939,NMRD,Nemaura Medical,Health Care Equipment & Supplies,68.98M
3940,NMRK,Newmark Group,Real Estate Management & Development,2.61B
3941,NMTC,NeuroOne Medical Technologies,Health Care Equipment & Supplies,15.22M
3942,NMTR,9 Meters Biopharma,Pharmaceuticals,118.41M
3943,NN,NextNav,Internet Content & Information,359.24M
3944,NNBR,"NN, Inc.",Machinery,112.36M
3945,NNDM,Nano Dimension,"Technology Hardware, Storage & Periph...",715.61M
3946,NNI,Nelnet,Consumer Finance,3.14B
3947,NNN,National Retail Properties,Equity Real Estate Investment Trusts ...,7.59B
3948,NNOX,Nano-X Imaging,Health Care Equipment & Supplies,513.51M
3949,NNVC,NanoViricides,Biotechnology,25.42M
3950,NOA,North American Construction Group,Energy Equipment & Services,361.75M
3951,NOAC,Natural Order Acquisition,Blank Check / SPAC,284.05M
3952,NOAH,Noah Holdings,Capital Markets,1.02B
3953,NOC,Northrop Grumman,Aerospace & Defense,70.71B
3954,NODK,NI Holdings,Insurance,346.98M
3955,NOG,Northern Oil & Gas,"Oil, Gas & Consumable Fuels",2.17B
3956,NOK,Nokia,Communications Equipment,28.04B
3957,NOMD,Nomad Foods,Food Products,3.60B
3958,NOTV,Inotiv,Life Sciences Tools & Services,382.22M
3959,NOV,NOV Inc.,Energy Equipment & Services,7.34B
3960,NOVA,Sunnova Energy International,Independent Power and Renewable Elect...,2.00B
3961,NOVN,Novan,Pharmaceuticals,53.88M
3962,NOVT,Novanta,"Electronic Equipment, Instruments & C...",4.41B
3963,NOVV,Nova Vision Acquisition,Blank Check / SPAC,75.33M
3964,NOW,ServiceNow,Software,87.36B
3965,NP,Neenah,Paper & Forest Products,624.01M
3966,NPAB,New Providence Acquisition II,Blank Check / SPAC,309.37M
3967,NPCE,NeuroPace,Medical Devices,148.37M
3968,NPK,National Presto Industries,Aerospace & Defense,478.45M
3969,NPO,EnPro Industries,Machinery,1.96B
3970,NPTN,NeoPhotonics,Semiconductors & Semiconductor Equipment,806.38M
3971,NR,Newpark Resources,Energy Equipment & Services,400.81M
3972,NRAC,Noble Rock Acquisition,Blank Check / SPAC,295.84M
3973,NRBO,NeuroBo Pharmaceuticals,Biotechnology,14.55M
3974,NRC,National Research,Health Care Providers & Services,834.44M
3975,NRDS,NerdWallet,Credit Services,699.04M
3976,NRDY,Nerdy,Software-Application,167.93M
3977,NREF,NexPoint Real Estate Finance,REIT-Mortgage,659.61M
3978,NRG,NRG Energy,Independent Power and Renewable Elect...,10.97B
3979,NRGV,Energy Vault Holdings,Utilities-Renewable,1.66B
3980,NRIM,Northrim BanCorp,Banks,231.96M
3981,NRIX,Nurix Therapeutics,Biotechnology,454.90M
3982,NRP,Natural Resource Partners LP,"Oil, Gas & Consumable Fuels",606.42M
3983,NRSN,NeuroSense Therapeutics,Biotechnology,14.66M
3984,NRT,North European Oil Royalty Trust,"Oil, Gas & Consumable Fuels",170.14M
3985,NRXP,NRx Pharmaceuticals,Biotechnology,95.30M
3986,NRZ,New Residential Investment,Mortgage Real Estate Investment Trust...,5.08B
3987,NS,NuStar Energy,"Oil, Gas & Consumable Fuels",1.67B
3988,NSA,National Storage Affiliates Trust,Equity Real Estate Investment Trusts ...,6.33B
3989,NSC,Norfolk Southern,Road & Rail,55.41B
3990,NSEC,National Security Group,Insurance,41.33M
3991,NSIT,Insight Enterprises,"Electronic Equipment, Instruments & C...",3.43B
3992,NSP,Insperity,Professional Services,3.59B
3993,NSPR,InspireMD,Health Care Equipment & Supplies,17.52M
3994,NSR,Nomad Royalty Company,Other Precious Metals & Mining,476.72M
3995,NSSC,Napco Security Technologies,"Electronic Equipment, Instruments & C...",627.41M
3996,NSTB,Northern Star Investment II,Blank Check / SPAC,490.00M
3997,NSTC,Northern Star Investment III,Blank Check / SPAC,488.00M
3998,NSTD,Northern Star Investment IV,Blank Check / SPAC,488.50M
3999,NSTG,NanoString Technologies,Life Sciences Tools & Services,750.54M
4000,NSTS,NSTS Bancorp,Banks-Regional,58.03M
4001,NSYS,Nortech Systems,"Electronic Equipment, Instruments & C...",29.72M
4002,NTAP,NetApp,"Technology Hardware, Storage & Periph...",15.29B
4003,NTB,The Bank of N.T. Butterfield & Son,Banks,1.50B
4004,NTCO,Natura &Co Holding,Personal Products,4.90B
4005,NTCT,NetScout Systems,Communications Equipment,2.69B
4006,NTES,NetEase,Entertainment,64.54B
4007,NTGR,Netgear,Communications Equipment,547.80M
4008,NTIC,Northern Technologies International,Chemicals,98.67M
4009,NTIP,Network-1 Technologies,Communications Equipment,57.08M
4010,NTLA,Intellia Therapeutics,Biotechnology,3.60B
4011,NTNX,Nutanix,Software,4.82B
4012,NTP,Nam Tai Property,Real Estate Management & Development,165.67M
4013,NTR,Nutrien,Chemicals,56.15B
4014,NTRA,Natera,Biotechnology,3.71B
4015,NTRB,Nutriband,Biotechnology,32.85M
4016,NTRS,Northern Trust,Capital Markets,22.30B
4017,NTST,NetSTREIT,Equity Real Estate Investment Trusts ...,1.05B
4018,NTUS,Natus Medical,Health Care Equipment & Supplies,1.14B
4019,NTWK,NetSol Technologies,Software,36.35M
4020,NTZ,Natuzzi S.p.A,Household Durables,107.95M
4021,NU,Nu Holdings,Banks-Diversified,16.64B
4022,NUBI,Nubia Brand International,Blank Check / SPAC,136.00M
4023,NUE,Nucor,Metals & Mining,33.31B
4024,NURO,NeuroMetrix,Health Care Equipment & Supplies,30.59M
4025,NUS,Nu Skin Enterprises,Personal Products,2.27B
4026,NUTX,Nutex Health,Health Information Services,5.62B
4027,NUVA,NuVasive,Health Care Equipment & Supplies,2.77B
4028,NUVB,Nuvation Bio,Biotechnology,868.15M
4029,NUVL,Nuvalent,Biotechnology,396.42M
4030,NUWE,Nuwellis,Medical Devices,6.28M
4031,NUZE,NuZee,Food Products,25.30M
4032,NVAC,NorthView Acquisition,Blank Check / SPAC,237.82M
4033,NVAX,Novavax,Biotechnology,4.11B
4034,NVCN,Neovasc,Health Care Equipment & Supplies,15.91M
4035,NVCR,Novocure,Health Care Equipment & Supplies,7.95B
4036,NVCT,Nuvectis Pharma,Biotechnology,192.80M
4037,NVDA,NVIDIA,Semiconductors & Semiconductor Equipment,417.11B
4038,NVEC,NVE Corporation,Semiconductors & Semiconductor Equipment,235.12M
4039,NVEE,NV5 Global,Construction & Engineering,1.78B
4040,NVEI,Nuvei,Software-Infrastructure,7.08B
4041,NVFY,Nova Lifestyle,Household Durables,5.88M
4042,NVGS,Navigator Holdings,"Oil, Gas & Consumable Fuels",1.09B
4043,NVIV,Invivo Therapeutics Holdings,Health Care Equipment & Supplies,6.36M
4044,NVMI,Nova Ltd.,Semiconductors & Semiconductor Equipment,2.92B
4045,NVNO,enVVeno Medical,Medical Devices,40.25M
4046,NVO,Novo Nordisk,Pharmaceuticals,245.21B
4047,NVOS,Novo Integrated Sciences,Health Care Providers & Services,60.75M
4048,NVR,"NVR, Inc.",Household Durables,13.89B
4049,NVRO,Nevro,Health Care Equipment & Supplies,1.58B
4050,NVS,Novartis AG,Pharmaceuticals,200.64B
4051,NVSA,New Vista Acquisition,Blank Check / SPAC,338.45M
4052,NVST,Envista Holdings,Health Care Equipment & Supplies,6.93B
4053,NVT,nVent Electric,Electrical Equipment,5.78B
4054,NVTA,Invitae,Biotechnology,828.88M
4055,NVTS,Navitas Semiconductor,Semiconductors,866.46M
4056,NVVE,Nuvve Holding,Specialty Retail,122.92M
4057,NVX,NOVONIX,Electrical Equipment & Parts,1.40B
4058,NWBI,Northwest Bancshares,Thrifts & Mortgage Finance,1.61B
4059,NWE,NorthWestern,Multi-Utilities,3.32B
4060,NWFL,Norwood Financial,Banks,219.27M
4061,NWG,NatWest Group,Banks,29.12B
4062,NWL,Newell Brands,Household Durables,8.13B
4063,NWLI,National Western Life Group,Insurance,744.04M
4064,NWN,Northwest Natural Holding Company,Gas Utilities,1.80B
4065,NWPX,Northwest Pipe Company,Construction & Engineering,315.97M
